sex	age	l	m	s	loh
2	679	-0.5742	15.4653	0.08571	L
2	680	-0.5747	15.4639	0.08571	L
2	681	-0.5752	15.4626	0.0857	L
2	682	-0.5757	15.4612	0.0857	L
2	683	-0.5762	15.4598	0.08569	L
2	684	-0.5767	15.4585	0.08569	L
2	685	-0.5772	15.4572	0.08568	L
2	686	-0.5777	15.4558	0.08568	L
2	687	-0.5782	15.4545	0.08567	L
2	688	-0.5787	15.4532	0.08567	L
2	689	-0.5792	15.4519	0.08566	L
2	690	-0.5797	15.4506	0.08565	L
2	691	-0.5802	15.4493	0.08565	L
2	692	-0.5807	15.448	0.08564	L
2	693	-0.5812	15.4467	0.08564	L
2	694	-0.5817	15.4455	0.08563	L
2	695	-0.5821	15.4442	0.08563	L
2	696	-0.5826	15.443	0.08562	L
2	697	-0.5831	15.4417	0.08562	L
2	698	-0.5836	15.4405	0.08561	L
2	699	-0.5841	15.4393	0.08561	L
2	700	-0.5846	15.4381	0.0856	L
2	701	-0.5851	15.4368	0.0856	L
2	702	-0.5855	15.4356	0.08559	L
2	703	-0.586	15.4345	0.08559	L
2	704	-0.5865	15.4333	0.08558	L
2	705	-0.587	15.4321	0.08558	L
2	706	-0.5875	15.4309	0.08557	L
2	707	-0.588	15.4298	0.08556	L
2	708	-0.5884	15.4286	0.08556	L
2	709	-0.5889	15.4275	0.08555	L
2	710	-0.5894	15.4263	0.08555	L
2	711	-0.5899	15.4252	0.08554	L
2	712	-0.5904	15.4241	0.08554	L
2	713	-0.5908	15.423	0.08553	L
2	714	-0.5913	15.4219	0.08553	L
2	715	-0.5918	15.4208	0.08552	L
2	716	-0.5923	15.4197	0.08552	L
2	717	-0.5927	15.4186	0.08551	L
2	718	-0.5932	15.4175	0.08551	L
2	719	-0.5937	15.4164	0.08550	L
2	720	-0.5942	15.4154	0.08550	L
2	721	-0.5946	15.4143	0.08549	L
2	722	-0.5951	15.4133	0.08549	L
2	723	-0.5956	15.4122	0.08548	L
2	724	-0.5961	15.4112	0.08548	L
2	725	-0.5965	15.4102	0.08547	L
2	726	-0.597	15.4092	0.08547	L
2	727	-0.5975	15.4082	0.08546	L
2	728	-0.5979	15.4072	0.08546	L
2	729	-0.5984	15.4062	0.08545	L
2	730	-0.5989	15.4052	0.08545	L
2	731	-0.5684	15.4042	0.08454	0
2	732	-0.5684	15.4032	0.08454	0
2	733	-0.5684	15.4022	0.08454	0
2	734	-0.5684	15.4012	0.08454	0
2	735	-0.5684	15.4002	0.08454	0
2	736	-0.5684	15.3992	0.08454	0
2	737	-0.5684	15.3983	0.08454	0
2	738	-0.5684	15.3973	0.08454	0
2	739	-0.5684	15.3963	0.08454	0
2	740	-0.5684	15.3953	0.08454	0
2	741	-0.5684	15.3943	0.08454	0
2	742	-0.5684	15.3933	0.08454	0
2	743	-0.5684	15.3924	0.08454	0
2	744	-0.5684	15.3914	0.08454	0
2	745	-0.5684	15.3904	0.08453	0
2	746	-0.5684	15.3894	0.08453	0
2	747	-0.5684	15.3885	0.08453	0
2	748	-0.5684	15.3875	0.08453	0
2	749	-0.5684	15.3865	0.08453	0
2	750	-0.5684	15.3856	0.08453	0
2	751	-0.5684	15.3846	0.08453	0
2	752	-0.5684	15.3836	0.08453	0
2	753	-0.5684	15.3827	0.08453	0
2	754	-0.5684	15.3817	0.08453	0
2	755	-0.5684	15.3807	0.08453	0
2	756	-0.5684	15.3798	0.08453	0
2	757	-0.5684	15.3788	0.08452	0
2	758	-0.5684	15.3779	0.08452	0
2	759	-0.5684	15.3769	0.08452	0
2	760	-0.5684	15.376	0.08452	0
2	761	-0.5684	15.375	0.08452	0
2	762	-0.5684	15.3741	0.08452	0
2	763	-0.5684	15.3731	0.08452	0
2	764	-0.5684	15.3722	0.08452	0
2	765	-0.5684	15.3712	0.08452	0
2	766	-0.5684	15.3703	0.08452	0
2	767	-0.5684	15.3693	0.08451	0
2	768	-0.5684	15.3684	0.08451	0
2	769	-0.5684	15.3675	0.08451	0
2	770	-0.5684	15.3665	0.08451	0
2	771	-0.5684	15.3656	0.08451	0
2	772	-0.5684	15.3647	0.08451	0
2	773	-0.5684	15.3637	0.08451	0
2	774	-0.5684	15.3628	0.08451	0
2	775	-0.5684	15.3619	0.08451	0
2	776	-0.5684	15.3609	0.08451	0
2	777	-0.5684	15.36	0.08451	0
2	778	-0.5684	15.3591	0.08450	0
2	779	-0.5684	15.3582	0.08450	0
2	780	-0.5684	15.3572	0.08450	0
2	781	-0.5684	15.3563	0.08450	0
2	782	-0.5684	15.3554	0.08450	0
2	783	-0.5684	15.3545	0.08450	0
2	784	-0.5684	15.3536	0.08450	0
2	785	-0.5684	15.3527	0.08450	0
2	786	-0.5684	15.3517	0.08450	0
2	787	-0.5684	15.3508	0.08450	0
2	788	-0.5684	15.3499	0.08449	0
2	789	-0.5684	15.349	0.08449	0
2	790	-0.5684	15.3481	0.08449	0
2	791	-0.5684	15.3472	0.08449	0
2	792	-0.5684	15.3463	0.08449	0
2	793	-0.5684	15.3454	0.08449	0
2	794	-0.5684	15.3445	0.08449	0
2	795	-0.5684	15.3436	0.08449	0
2	796	-0.5684	15.3427	0.08449	0
2	797	-0.5684	15.3418	0.08449	0
2	798	-0.5684	15.3409	0.08448	0
2	799	-0.5684	15.34	0.08448	0
2	800	-0.5684	15.3391	0.08448	0
2	801	-0.5684	15.3382	0.08448	0
2	802	-0.5684	15.3373	0.08448	0
2	803	-0.5684	15.3364	0.08448	0
2	804	-0.5684	15.3355	0.08448	0
2	805	-0.5684	15.3346	0.08448	0
2	806	-0.5684	15.3337	0.08448	0
2	807	-0.5684	15.3329	0.08448	0
2	808	-0.5684	15.332	0.08447	0
2	809	-0.5684	15.3311	0.08447	0
2	810	-0.5684	15.3302	0.08447	0
2	811	-0.5684	15.3293	0.08447	0
2	812	-0.5684	15.3284	0.08447	0
2	813	-0.5684	15.3276	0.08447	0
2	814	-0.5684	15.3267	0.08447	0
2	815	-0.5684	15.3258	0.08447	0
2	816	-0.5684	15.3249	0.08447	0
2	817	-0.5684	15.324	0.08447	0
2	818	-0.5684	15.3232	0.08447	0
2	819	-0.5684	15.3223	0.08447	0
2	820	-0.5684	15.3214	0.08446	0
2	821	-0.5684	15.3205	0.08446	0
2	822	-0.5684	15.3197	0.08446	0
2	823	-0.5684	15.3188	0.08446	0
2	824	-0.5684	15.3179	0.08446	0
2	825	-0.5684	15.3171	0.08446	0
2	826	-0.5684	15.3162	0.08446	0
2	827	-0.5684	15.3153	0.08446	0
2	828	-0.5684	15.3145	0.08446	0
2	829	-0.5684	15.3136	0.08446	0
2	830	-0.5684	15.3127	0.08446	0
2	831	-0.5684	15.3119	0.08446	0
2	832	-0.5684	15.311	0.08445	0
2	833	-0.5684	15.3102	0.08445	0
2	834	-0.5684	15.3093	0.08445	0
2	835	-0.5684	15.3084	0.08445	0
2	836	-0.5684	15.3076	0.08445	0
2	837	-0.5684	15.3067	0.08445	0
2	838	-0.5684	15.3059	0.08445	0
2	839	-0.5684	15.305	0.08445	0
2	840	-0.5684	15.3042	0.08445	0
2	841	-0.5684	15.3033	0.08445	0
2	842	-0.5684	15.3024	0.08445	0
2	843	-0.5684	15.3016	0.08445	0
2	844	-0.5684	15.3007	0.08445	0
2	845	-0.5684	15.2999	0.08445	0
2	846	-0.5684	15.299	0.08444	0
2	847	-0.5684	15.2982	0.08444	0
2	848	-0.5684	15.2973	0.08444	0
2	849	-0.5684	15.2965	0.08444	0
2	850	-0.5684	15.2957	0.08444	0
2	851	-0.5684	15.2948	0.08444	0
2	852	-0.5684	15.294	0.08444	0
2	853	-0.5684	15.2931	0.08444	0
2	854	-0.5684	15.2923	0.08444	0
2	855	-0.5684	15.2914	0.08444	0
2	856	-0.5684	15.2906	0.08444	0
2	857	-0.5684	15.2898	0.08444	0
2	858	-0.5684	15.2889	0.08444	0
2	859	-0.5684	15.2881	0.08444	0
2	860	-0.5684	15.2872	0.08444	0
2	861	-0.5684	15.2864	0.08444	0
2	862	-0.5684	15.2856	0.08444	0
2	863	-0.5684	15.2847	0.08444	0
2	864	-0.5684	15.2839	0.08443	0
2	865	-0.5684	15.2831	0.08443	0
2	866	-0.5684	15.2822	0.08443	0
2	867	-0.5684	15.2814	0.08443	0
2	868	-0.5684	15.2806	0.08443	0
2	869	-0.5684	15.2797	0.08443	0
2	870	-0.5684	15.2789	0.08443	0
2	871	-0.5684	15.2781	0.08443	0
2	872	-0.5684	15.2772	0.08443	0
2	873	-0.5684	15.2764	0.08443	0
2	874	-0.5684	15.2756	0.08443	0
2	875	-0.5684	15.2748	0.08443	0
2	876	-0.5684	15.2739	0.08443	0
2	877	-0.5684	15.2731	0.08443	0
2	878	-0.5684	15.2723	0.08443	0
2	879	-0.5684	15.2715	0.08443	0
2	880	-0.5684	15.2706	0.08443	0
2	881	-0.5684	15.2698	0.08443	0
2	882	-0.5684	15.269	0.08443	0
2	883	-0.5684	15.2682	0.08443	0
2	884	-0.5684	15.2674	0.08443	0
2	885	-0.5684	15.2665	0.08443	0
2	886	-0.5684	15.2657	0.08443	0
2	887	-0.5684	15.2649	0.08443	0
2	888	-0.5684	15.2641	0.08443	0
2	889	-0.5684	15.2633	0.08443	0
2	890	-0.5684	15.2624	0.08443	0
2	891	-0.5684	15.2616	0.08443	0
2	892	-0.5684	15.2608	0.08443	0
2	893	-0.5684	15.26	0.08443	0
2	894	-0.5684	15.2592	0.08443	0
2	895	-0.5684	15.2584	0.08443	0
2	896	-0.5684	15.2575	0.08443	0
2	897	-0.5684	15.2567	0.08443	0
2	898	-0.5684	15.2559	0.08443	0
2	899	-0.5684	15.2551	0.08443	0
2	900	-0.5684	15.2543	0.08443	0
2	901	-0.5684	15.2535	0.08443	0
2	902	-0.5684	15.2527	0.08443	0
2	903	-0.5684	15.2519	0.08443	0
2	904	-0.5684	15.2511	0.08443	0
2	905	-0.5684	15.2502	0.08443	0
2	906	-0.5684	15.2494	0.08443	0
2	907	-0.5684	15.2486	0.08443	0
2	908	-0.5684	15.2478	0.08444	0
2	909	-0.5684	15.247	0.08444	0
2	910	-0.5684	15.2462	0.08444	0
2	911	-0.5684	15.2454	0.08444	0
2	912	-0.5684	15.2446	0.08444	0
2	913	-0.5684	15.2438	0.08444	0
2	914	-0.5684	15.243	0.08444	0
2	915	-0.5684	15.2422	0.08444	0
2	916	-0.5684	15.2414	0.08444	0
2	917	-0.5684	15.2406	0.08444	0
2	918	-0.5684	15.2398	0.08444	0
2	919	-0.5684	15.239	0.08444	0
2	920	-0.5684	15.2382	0.08444	0
2	921	-0.5684	15.2374	0.08445	0
2	922	-0.5684	15.2366	0.08445	0
2	923	-0.5684	15.2358	0.08445	0
2	924	-0.5684	15.235	0.08445	0
2	925	-0.5684	15.2342	0.08445	0
2	926	-0.5684	15.2334	0.08445	0
2	927	-0.5684	15.2326	0.08445	0
2	928	-0.5684	15.2318	0.08445	0
2	929	-0.5684	15.231	0.08445	0
2	930	-0.5684	15.2302	0.08446	0
2	931	-0.5684	15.2294	0.08446	0
2	932	-0.5684	15.2286	0.08446	0
2	933	-0.5684	15.2278	0.08446	0
2	934	-0.5684	15.227	0.08446	0
2	935	-0.5684	15.2262	0.08446	0
2	936	-0.5684	15.2254	0.08446	0
2	937	-0.5684	15.2247	0.08447	0
2	938	-0.5684	15.2239	0.08447	0
2	939	-0.5684	15.2231	0.08447	0
2	940	-0.5684	15.2223	0.08447	0
2	941	-0.5684	15.2215	0.08447	0
2	942	-0.5684	15.2207	0.08447	0
2	943	-0.5684	15.2199	0.08448	0
2	944	-0.5684	15.2191	0.08448	0
2	945	-0.5684	15.2184	0.08448	0
2	946	-0.5684	15.2176	0.08448	0
2	947	-0.5684	15.2168	0.08448	0
2	948	-0.5684	15.216	0.08448	0
2	949	-0.5684	15.2152	0.08449	0
2	950	-0.5684	15.2144	0.08449	0
2	951	-0.5684	15.2137	0.08449	0
2	952	-0.5684	15.2129	0.08449	0
2	953	-0.5684	15.2121	0.08450	0
2	954	-0.5684	15.2113	0.08450	0
2	955	-0.5684	15.2105	0.08450	0
2	956	-0.5684	15.2098	0.08450	0
2	957	-0.5684	15.209	0.08450	0
2	958	-0.5684	15.2082	0.08451	0
2	959	-0.5684	15.2074	0.08451	0
2	960	-0.5684	15.2067	0.08451	0
2	961	-0.5684	15.2059	0.08451	0
2	962	-0.5684	15.2051	0.08452	0
2	963	-0.5684	15.2044	0.08452	0
2	964	-0.5684	15.2036	0.08452	0
2	965	-0.5684	15.2028	0.08452	0
2	966	-0.5684	15.202	0.08453	0
2	967	-0.5684	15.2013	0.08453	0
2	968	-0.5684	15.2005	0.08453	0
2	969	-0.5684	15.1997	0.08454	0
2	970	-0.5684	15.199	0.08454	0
2	971	-0.5684	15.1982	0.08454	0
2	972	-0.5684	15.1975	0.08455	0
2	973	-0.5684	15.1967	0.08455	0
2	974	-0.5684	15.1959	0.08455	0
2	975	-0.5684	15.1952	0.08455	0
2	976	-0.5684	15.1944	0.08456	0
2	977	-0.5684	15.1937	0.08456	0
2	978	-0.5684	15.1929	0.08456	0
2	979	-0.5684	15.1921	0.08457	0
2	980	-0.5684	15.1914	0.08457	0
2	981	-0.5684	15.1906	0.08457	0
2	982	-0.5684	15.1899	0.08458	0
2	983	-0.5684	15.1891	0.08458	0
2	984	-0.5684	15.1884	0.08459	0
2	985	-0.5684	15.1876	0.08459	0
2	986	-0.5684	15.1869	0.08459	0
2	987	-0.5684	15.1861	0.0846	0
2	988	-0.5684	15.1854	0.0846	0
2	989	-0.5684	15.1846	0.0846	0
2	990	-0.5684	15.1839	0.08461	0
2	991	-0.5684	15.1831	0.08461	0
2	992	-0.5684	15.1824	0.08462	0
2	993	-0.5684	15.1817	0.08462	0
2	994	-0.5684	15.1809	0.08462	0
2	995	-0.5684	15.1802	0.08463	0
2	996	-0.5684	15.1794	0.08463	0
2	997	-0.5684	15.1787	0.08464	0
2	998	-0.5684	15.178	0.08464	0
2	999	-0.5684	15.1772	0.08465	0
2	1000	-0.5684	15.1765	0.08465	0
2	1001	-0.5684	15.1758	0.08465	0
2	1002	-0.5684	15.175	0.08466	0
2	1003	-0.5684	15.1743	0.08466	0
2	1004	-0.5684	15.1736	0.08467	0
2	1005	-0.5684	15.1729	0.08467	0
2	1006	-0.5684	15.1721	0.08468	0
2	1007	-0.5684	15.1714	0.08468	0
2	1008	-0.5684	15.1707	0.08469	0
2	1009	-0.5684	15.17	0.08469	0
2	1010	-0.5684	15.1692	0.0847	0
2	1011	-0.5684	15.1685	0.0847	0
2	1012	-0.5684	15.1678	0.08471	0
2	1013	-0.5684	15.1671	0.08471	0
2	1014	-0.5684	15.1664	0.08472	0
2	1015	-0.5684	15.1656	0.08472	0
2	1016	-0.5684	15.1649	0.08473	0
2	1017	-0.5684	15.1642	0.08473	0
2	1018	-0.5684	15.1635	0.08474	0
2	1019	-0.5684	15.1628	0.08474	0
2	1020	-0.5684	15.1621	0.08475	0
2	1021	-0.5684	15.1614	0.08476	0
2	1022	-0.5684	15.1607	0.08476	0
2	1023	-0.5684	15.16	0.08477	0
2	1024	-0.5684	15.1593	0.08477	0
2	1025	-0.5684	15.1586	0.08478	0
2	1026	-0.5684	15.1579	0.08478	0
2	1027	-0.5684	15.1572	0.08479	0
2	1028	-0.5684	15.1565	0.0848	0
2	1029	-0.5684	15.1558	0.0848	0
2	1030	-0.5684	15.1551	0.08481	0
2	1031	-0.5684	15.1544	0.08482	0
2	1032	-0.5684	15.1537	0.08482	0
2	1033	-0.5684	15.153	0.08483	0
2	1034	-0.5684	15.1523	0.08483	0
2	1035	-0.5684	15.1516	0.08484	0
2	1036	-0.5684	15.151	0.08485	0
2	1037	-0.5684	15.1503	0.08485	0
2	1038	-0.5684	15.1496	0.08486	0
2	1039	-0.5684	15.1489	0.08487	0
2	1040	-0.5684	15.1482	0.08487	0
2	1041	-0.5684	15.1476	0.08488	0
2	1042	-0.5684	15.1469	0.08489	0
2	1043	-0.5684	15.1462	0.08489	0
2	1044	-0.5684	15.1455	0.0849	0
2	1045	-0.5684	15.1449	0.08491	0
2	1046	-0.5684	15.1442	0.08492	0
2	1047	-0.5684	15.1435	0.08492	0
2	1048	-0.5684	15.1429	0.08493	0
2	1049	-0.5684	15.1422	0.08494	0
2	1050	-0.5684	15.1415	0.08494	0
2	1051	-0.5684	15.1409	0.08495	0
2	1052	-0.5684	15.1402	0.08496	0
2	1053	-0.5684	15.1395	0.08497	0
2	1054	-0.5684	15.1389	0.08497	0
2	1055	-0.5684	15.1382	0.08498	0
2	1056	-0.5684	15.1376	0.08499	0
2	1057	-0.5684	15.1369	0.08500	0
2	1058	-0.5684	15.1363	0.08501	0
2	1059	-0.5684	15.1356	0.08501	0
2	1060	-0.5684	15.135	0.08502	0
2	1061	-0.5684	15.1343	0.08503	0
2	1062	-0.5684	15.1337	0.08504	0
2	1063	-0.5684	15.133	0.08505	0
2	1064	-0.5684	15.1324	0.08505	0
2	1065	-0.5684	15.1318	0.08506	0
2	1066	-0.5684	15.1311	0.08507	0
2	1067	-0.5684	15.1305	0.08508	0
2	1068	-0.5684	15.1298	0.08509	0
2	1069	-0.5684	15.1292	0.0851	0
2	1070	-0.5684	15.1286	0.0851	0
2	1071	-0.5684	15.128	0.08511	0
2	1072	-0.5684	15.1273	0.08512	0
2	1073	-0.5684	15.1267	0.08513	0
2	1074	-0.5684	15.1261	0.08514	0
2	1075	-0.5684	15.1254	0.08515	0
2	1076	-0.5684	15.1248	0.08516	0
2	1077	-0.5684	15.1242	0.08517	0
2	1078	-0.5684	15.1236	0.08517	0
2	1079	-0.5684	15.123	0.08518	0
2	1080	-0.5684	15.1224	0.08519	0
2	1081	-0.5684	15.1217	0.0852	0
2	1082	-0.5684	15.1211	0.08521	0
2	1083	-0.5684	15.1205	0.08522	0
2	1084	-0.5684	15.1199	0.08523	0
2	1085	-0.5684	15.1193	0.08524	0
2	1086	-0.5684	15.1187	0.08525	0
2	1087	-0.5684	15.1181	0.08526	0
2	1088	-0.5684	15.1175	0.08527	0
2	1089	-0.5684	15.1169	0.08528	0
2	1090	-0.5684	15.1163	0.08529	0
2	1091	-0.5684	15.1157	0.0853	0
2	1092	-0.5684	15.1151	0.08531	0
2	1093	-0.5684	15.1145	0.08532	0
2	1094	-0.5684	15.1139	0.08533	0
2	1095	-0.5684	15.1133	0.08534	0
2	1096	-0.5684	15.1127	0.08535	0
2	1097	-0.5684	15.1121	0.08536	0
2	1098	-0.5684	15.1115	0.08537	0
2	1099	-0.5684	15.111	0.08538	0
2	1100	-0.5684	15.1104	0.08539	0
2	1101	-0.5684	15.1098	0.0854	0
2	1102	-0.5684	15.1092	0.08541	0
2	1103	-0.5684	15.1086	0.08542	0
2	1104	-0.5684	15.1081	0.08543	0
2	1105	-0.5684	15.1075	0.08544	0
2	1106	-0.5684	15.1069	0.08545	0
2	1107	-0.5684	15.1063	0.08547	0
2	1108	-0.5684	15.1058	0.08548	0
2	1109	-0.5684	15.1052	0.08549	0
2	1110	-0.5684	15.1046	0.08550	0
2	1111	-0.5684	15.1041	0.08551	0
2	1112	-0.5684	15.1035	0.08552	0
2	1113	-0.5684	15.1029	0.08553	0
2	1114	-0.5684	15.1024	0.08554	0
2	1115	-0.5684	15.1018	0.08556	0
2	1116	-0.5684	15.1013	0.08557	0
2	1117	-0.5684	15.1007	0.08558	0
2	1118	-0.5684	15.1001	0.08559	0
2	1119	-0.5684	15.0996	0.0856	0
2	1120	-0.5684	15.099	0.08561	0
2	1121	-0.5684	15.0985	0.08563	0
2	1122	-0.5684	15.0979	0.08564	0
2	1123	-0.5684	15.0974	0.08565	0
2	1124	-0.5684	15.0969	0.08566	0
2	1125	-0.5684	15.0963	0.08567	0
2	1126	-0.5684	15.0958	0.08569	0
2	1127	-0.5684	15.0952	0.0857	0
2	1128	-0.5684	15.0947	0.08571	0
2	1129	-0.5684	15.0941	0.08572	0
2	1130	-0.5684	15.0936	0.08574	0
2	1131	-0.5684	15.0931	0.08575	0
2	1132	-0.5684	15.0925	0.08576	0
2	1133	-0.5684	15.092	0.08577	0
2	1134	-0.5684	15.0915	0.08579	0
2	1135	-0.5684	15.0909	0.0858	0
2	1136	-0.5684	15.0904	0.08581	0
2	1137	-0.5684	15.0899	0.08582	0
2	1138	-0.5684	15.0894	0.08584	0
2	1139	-0.5684	15.0888	0.08585	0
2	1140	-0.5684	15.0883	0.08586	0
2	1141	-0.5684	15.0878	0.08588	0
2	1142	-0.5684	15.0873	0.08589	0
2	1143	-0.5684	15.0868	0.0859	0
2	1144	-0.5684	15.0863	0.08592	0
2	1145	-0.5684	15.0857	0.08593	0
2	1146	-0.5684	15.0852	0.08594	0
2	1147	-0.5684	15.0847	0.08596	0
2	1148	-0.5684	15.0842	0.08597	0
2	1149	-0.5684	15.0837	0.08598	0
2	1150	-0.5684	15.0832	0.086	0
2	1151	-0.5684	15.0827	0.08601	0
2	1152	-0.5684	15.0822	0.08602	0
2	1153	-0.5684	15.0817	0.08604	0
2	1154	-0.5684	15.0812	0.08605	0
2	1155	-0.5684	15.0807	0.08606	0
2	1156	-0.5684	15.0802	0.08608	0
2	1157	-0.5684	15.0797	0.08609	0
2	1158	-0.5684	15.0792	0.08611	0
2	1159	-0.5684	15.0787	0.08612	0
2	1160	-0.5684	15.0782	0.08614	0
2	1161	-0.5684	15.0777	0.08615	0
2	1162	-0.5684	15.0772	0.08616	0
2	1163	-0.5684	15.0767	0.08618	0
2	1164	-0.5684	15.0762	0.08619	0
2	1165	-0.5684	15.0758	0.08621	0
2	1166	-0.5684	15.0753	0.08622	0
2	1167	-0.5684	15.0748	0.08624	0
2	1168	-0.5684	15.0743	0.08625	0
2	1169	-0.5684	15.0738	0.08627	0
2	1170	-0.5684	15.0733	0.08628	0
2	1171	-0.5684	15.0729	0.08629	0
2	1172	-0.5684	15.0724	0.08631	0
2	1173	-0.5684	15.0719	0.08632	0
2	1174	-0.5684	15.0714	0.08634	0
2	1175	-0.5684	15.071	0.08635	0
2	1176	-0.5684	15.0705	0.08637	0
2	1177	-0.5684	15.07	0.08638	0
2	1178	-0.5684	15.0696	0.0864	0
2	1179	-0.5684	15.0691	0.08641	0
2	1180	-0.5684	15.0686	0.08643	0
2	1181	-0.5684	15.0682	0.08645	0
2	1182	-0.5684	15.0677	0.08646	0
2	1183	-0.5684	15.0672	0.08648	0
2	1184	-0.5684	15.0668	0.08649	0
2	1185	-0.5684	15.0663	0.08651	0
2	1186	-0.5684	15.0658	0.08652	0
2	1187	-0.5684	15.0654	0.08654	0
2	1188	-0.5684	15.0649	0.08655	0
2	1189	-0.5684	15.0645	0.08657	0
2	1190	-0.5684	15.064	0.08659	0
2	1191	-0.5684	15.0636	0.0866	0
2	1192	-0.5684	15.0631	0.08662	0
2	1193	-0.5684	15.0626	0.08663	0
2	1194	-0.5684	15.0622	0.08665	0
2	1195	-0.5684	15.0617	0.08666	0
2	1196	-0.5684	15.0613	0.08668	0
2	1197	-0.5684	15.0609	0.0867	0
2	1198	-0.5684	15.0604	0.08671	0
2	1199	-0.5684	15.06	0.08673	0
2	1200	-0.5684	15.0595	0.08675	0
2	1201	-0.5684	15.0591	0.08676	0
2	1202	-0.5684	15.0586	0.08678	0
2	1203	-0.5684	15.0582	0.08679	0
2	1204	-0.5684	15.0577	0.08681	0
2	1205	-0.5684	15.0573	0.08683	0
2	1206	-0.5684	15.0569	0.08684	0
2	1207	-0.5684	15.0564	0.08686	0
2	1208	-0.5684	15.056	0.08688	0
2	1209	-0.5684	15.0556	0.08689	0
2	1210	-0.5684	15.0551	0.08691	0
2	1211	-0.5684	15.0547	0.08693	0
2	1212	-0.5684	15.0543	0.08694	0
2	1213	-0.5684	15.0538	0.08696	0
2	1214	-0.5684	15.0534	0.08698	0
2	1215	-0.5684	15.053	0.08699	0
2	1216	-0.5684	15.0525	0.08701	0
2	1217	-0.5684	15.0521	0.08703	0
2	1218	-0.5684	15.0517	0.08704	0
2	1219	-0.5684	15.0513	0.08706	0
2	1220	-0.5684	15.0508	0.08708	0
2	1221	-0.5684	15.0504	0.0871	0
2	1222	-0.5684	15.05	0.08711	0
2	1223	-0.5684	15.0496	0.08713	0
2	1224	-0.5684	15.0492	0.08715	0
2	1225	-0.5684	15.0487	0.08716	0
2	1226	-0.5684	15.0483	0.08718	0
2	1227	-0.5684	15.0479	0.0872	0
2	1228	-0.5684	15.0475	0.08722	0
2	1229	-0.5684	15.0471	0.08723	0
2	1230	-0.5684	15.0467	0.08725	0
2	1231	-0.5684	15.0462	0.08727	0
2	1232	-0.5684	15.0458	0.08729	0
2	1233	-0.5684	15.0454	0.0873	0
2	1234	-0.5684	15.045	0.08732	0
2	1235	-0.5684	15.0446	0.08734	0
2	1236	-0.5684	15.0442	0.08736	0
2	1237	-0.5684	15.0438	0.08737	0
2	1238	-0.5684	15.0434	0.08739	0
2	1239	-0.5684	15.043	0.08741	0
2	1240	-0.5684	15.0426	0.08743	0
2	1241	-0.5684	15.0422	0.08745	0
2	1242	-0.5684	15.0418	0.08746	0
2	1243	-0.5684	15.0413	0.08748	0
2	1244	-0.5684	15.0409	0.0875	0
2	1245	-0.5684	15.0405	0.08752	0
2	1246	-0.5684	15.0401	0.08753	0
2	1247	-0.5684	15.0397	0.08755	0
2	1248	-0.5684	15.0394	0.08757	0
2	1249	-0.5684	15.039	0.08759	0
2	1250	-0.5684	15.0386	0.08761	0
2	1251	-0.5684	15.0382	0.08763	0
2	1252	-0.5684	15.0378	0.08764	0
2	1253	-0.5684	15.0374	0.08766	0
2	1254	-0.5684	15.037	0.08768	0
2	1255	-0.5684	15.0366	0.0877	0
2	1256	-0.5684	15.0362	0.08772	0
2	1257	-0.5684	15.0358	0.08773	0
2	1258	-0.5684	15.0354	0.08775	0
2	1259	-0.5684	15.035	0.08777	0
2	1260	-0.5684	15.0346	0.08779	0
2	1261	-0.5684	15.0343	0.08781	0
2	1262	-0.5684	15.0339	0.08783	0
2	1263	-0.5684	15.0335	0.08785	0
2	1264	-0.5684	15.0331	0.08786	0
2	1265	-0.5684	15.0327	0.08788	0
2	1266	-0.5684	15.0323	0.08790	0
2	1267	-0.5684	15.032	0.08792	0
2	1268	-0.5684	15.0316	0.08794	0
2	1269	-0.5684	15.0312	0.08796	0
2	1270	-0.5684	15.0308	0.08798	0
2	1271	-0.5684	15.0304	0.08799	0
2	1272	-0.5684	15.0301	0.08801	0
2	1273	-0.5684	15.0297	0.08803	0
2	1274	-0.5684	15.0293	0.08805	0
2	1275	-0.5684	15.0289	0.08807	0
2	1276	-0.5684	15.0286	0.08809	0
2	1277	-0.5684	15.0282	0.08811	0
2	1278	-0.5684	15.0278	0.08813	0
2	1279	-0.5684	15.0275	0.08814	0
2	1280	-0.5684	15.0271	0.08816	0
2	1281	-0.5684	15.0267	0.08818	0
2	1282	-0.5684	15.0263	0.0882	0
2	1283	-0.5684	15.026	0.08822	0
2	1284	-0.5684	15.0256	0.08824	0
2	1285	-0.5684	15.0252	0.08826	0
2	1286	-0.5684	15.0249	0.08828	0
2	1287	-0.5684	15.0245	0.0883	0
2	1288	-0.5684	15.0241	0.08832	0
2	1289	-0.5684	15.0238	0.08833	0
2	1290	-0.5684	15.0234	0.08835	0
2	1291	-0.5684	15.0231	0.08837	0
2	1292	-0.5684	15.0227	0.08839	0
2	1293	-0.5684	15.0223	0.08841	0
2	1294	-0.5684	15.022	0.08843	0
2	1295	-0.5684	15.0216	0.08845	0
2	1296	-0.5684	15.0213	0.08847	0
2	1297	-0.5684	15.0209	0.08849	0
2	1298	-0.5684	15.0205	0.08851	0
2	1299	-0.5684	15.0202	0.08853	0
2	1300	-0.5684	15.0198	0.08855	0
2	1301	-0.5684	15.0195	0.08857	0
2	1302	-0.5684	15.0191	0.08859	0
